/* 64- and 128- Bit Instructions */
/*  Instruction;Operands;Operation;Decode Unit;Execution Unit;Base Latency; */
/*              +Memory Latency;Throughput;Category  */
/*  By default, if an instruction has no character to its left, this means */
/*  that there is always a 2-cycle difference between that instruction have */
/*  only xmmister operands and that instruction having a memory operand. */
/*  Any instruction that has a memory operand as its second operand is a */
/*  LOAD. Instructions with an * in front of them means that the operands */
/*  must be inspected before you can tell which        */
/*  execution it will use and, therefore, its latency. */

/* WALEED: notes, I'm making a line for each unique combination of operands */
/*   I'm also removing the memory + latency because that should be taken care of in the model and since */
/*   We are reading a detailed instruction mix, each line of which should hit in exactly one line here */ 
/* also, replaced all CL/.. references with 'reg' and constant '1''s with 'imm'
// all entries with unspecified reg size, replaced to reg8/16/32/64
// finally, entries with unspecified 'mem' size also replaced to mem8/mem16/mem32/mem64

/*   in the instruction table (above). They either do not appear at all or have different operands. */
/*	So, whenever I find a missing instruction, I add it here. */

STOS     none STS   vector  ALU       4    0    1/2   STORE-4
STOSB    none        STS     vector  ALU       4    0    1/2   STORE-4
STOSW    none       STS     vector  ALU       4    0    1/2   STORE-4
STOSD    none       STS     vector  ALU       4    0    1/2   STORE-4
STOSQ    none       STS     vector  ALU       4    0    1/2   STORE-4
MOVS     none   MOV     vector  ALU       5    0    1/3   STORE-5
MOVSB    none            MOV     vector  ALU       5    0    1/3   STORE-5
MOVSW    none           MOV     vector  ALU       5    0    1/3   STORE-5
MOVSD    none           MOV     vector  ALU       5    0    1/3   STORE-5
MOVSQ    none           MOV     vector  ALU       5    0    1/3   STORE-5
FNSTCW	none/mem8/mem16/mem32/mem64/mem80		STORE	vector	(FADD/FMUL)&FSTORE	    2    0    1/2   SPECIAL
FNSTSW	none/mem8/mem16/mem32/mem64/mem80		STORE	vector	(FADD/FMUL)&FSTORE	    9    0    1/9   SPECIAL
FNSTSW	reg8/reg16/reg32/reg64		STORE	vector	(FADD/FMUL)&FSTORE	    16    0    1/16   SPECIAL
FSTSW	reg8/reg16/reg32/reg64		STORE	vector	(FADD/FMUL)&FSTORE	    14    0    1/14   SPECIAL
FLDCW	none/mem8/mem16/mem32/mem64/mem80		LOAD	vector	(FADD/FMUL)&FSTORE	    14	 0    1/14   SPECIAL		    
MFENCE	none		MFENCE	vector	none	    33	 0    1/33   SPECIAL		    
SFENCE	none		MFENCE	vector	none	    33	 0    1/33   SPECIAL		    
EMMS	none		EMMS	vector	FADD/FMUL/FSTORE	    1	 0    3/1   SPECIAL		    

FSIN	none/mem80		FSIN	vector	FADD/FMUL	    51    0    1/51   SPECIAL
FCOS	none/mem80		FSIN	vector	FADD/FMUL	    90    0    1/90   SPECIAL
FSINCOS	none/mem80		FSIN	vector	FADD/FMUL	    125    0    1/125   SPECIAL
XADD	mem8/mem16/mem32/mem64,reg8/reg16/reg32/reg64		XCHADD	vector	ALU	    23    0    1/23   SPECIAL
XADD	reg8/reg16/reg32/reg64,reg8/reg16/reg32/reg64		XCHADD	vector	ALU	    3    0    1/1   SPECIAL
XCHG	mem8/mem16/mem32/mem64,reg8/reg16/reg32/reg64		XCHG	vector	ALU	    21    0    1/19   SPECIAL
XCHG	reg8/reg16/reg32/reg64,reg8/reg16/reg32/reg64		XCHG	vector	ALU	    1     0    1/1   SPECIAL
PREFETCHT0	mem8/mem16/mem32/mem64		PREFETCH	single	ALU	    1     0    1/1   SPECIAL
PREFETCHT1	mem8/mem16/mem32/mem64		PREFETCH	single	ALU	    1     0    1/1   SPECIAL
PREFETCHT2	mem8/mem16/mem32/mem64		PREFETCH	single	ALU	    1     0    1/1   SPECIAL
PREFETCHTA	mem8/mem16/mem32/mem64		PREFETCH	single	ALU	    1     0    1/1   SPECIAL
PREFETCHNTA	mem8/mem16/mem32/mem64/mem512		PREFETCH	single	ALU	    1     0    1/1   SPECIAL

FPREM	none		FPREM	single	FMUL	    7    0    1/7   SPECIAL

/* MORE MISSED INSTRUCTIONS */
FADD	none/mem16/mem32/mem64		ADD	single	FADD	    4    0    1/1   SPECIAL
FADD	none/reg8/reg16/reg32/reg64		ADD	single	FADD	    4    0    1/1   SPECIAL
FADDP	none/mem16/mem32/mem64		ADD	single	FADD	    4    0    1/1   SPECIAL
FADDP	none/reg8/reg16/reg32/reg64		ADD	single	FADD	    4    0    1/1   SPECIAL
FADDR	none/mem16/mem32/mem64		ADD	single	FADD	    4    0    1/1   SPECIAL
FADDR	none/reg8/reg16/reg32/reg64		ADD	single	FADD	    4    0    1/1   SPECIAL
FADDRP	none/mem16/mem32/mem64		ADD	single	FADD	    4    0    1/1   SPECIAL
FADDRP	none/reg8/reg16/reg32/reg64		ADD	single	FADD	    4    0    1/1   SPECIAL
FSUB	none/mem16/mem32/mem64		ADD	single	FADD	    4    0    1/1   SPECIAL
FSUB	none/reg8/reg16/reg32/reg64		ADD	single	FADD	    4    0    1/1   SPECIAL
FSUBP	none/mem16/mem32/mem64		ADD	single	FADD	    4    0    1/1   SPECIAL
FSUBP	none/reg8/reg16/reg32/reg64		ADD	single	FADD	    4    0    1/1   SPECIAL
FSUBR	none/mem16/mem32/mem64		ADD	single	FADD	    4    0    1/1   SPECIAL
FSUBR	none/reg8/reg16/reg32/reg64		ADD	single	FADD	    4    0    1/1   SPECIAL
FSUBRP	none/mem16/mem32/mem64		ADD	single	FADD	    4    0    1/1   SPECIAL
FSUBRP	none/reg8/reg16/reg32/reg64		ADD	single	FADD	    4    0    1/1   SPECIAL
FIADD	none/mem16/mem32/mem64		ADD	double	FADD&FSTORE	    4    0    1/4   SPECIAL
FISUB	none/mem16/mem32/mem64		ADD	double	FADD&FSTORE	    4    0    1/4   SPECIAL
FISUBR	none/mem16/mem32/mem64		ADD	double	FADD&FSTORE	    4    0    1/4   SPECIAL
FMUL	none/reg8/reg16/reg32/reg64		FMUL	single	FMUL	    4    0    1/1   SPECIAL
FMUL	mem16/mem32/mem64		FMUL	single	FMUL	    4    0    1/1   SPECIAL
FMULP	none/reg8/reg16/reg32/reg64		FMUL	single	FMUL	    4    0    1/1   SPECIAL
FMULP	mem16/mem32/mem64		FMUL	single	FMUL	    4    0    1/1   SPECIAL
FIMUL	none/mem16/mem32/mem64		FMUL	double	FADD&FSTORE	    4    0    1/4   SPECIAL
FDIV	none/reg8/reg16/reg32/reg64		FDIV	single	FMUL	    31    0    1/24   SPECIAL
FDIV	mem16/mem32/mem64		FDIV	single	FMUL	    31    0    1/24   SPECIAL
FDIVR	none/reg8/reg16/reg32/reg64		FDIV	single	FMUL	    31    0    1/24   SPECIAL
FDIVR	mem16/mem32/mem64		FDIV	single	FMUL	    31    0    1/24   SPECIAL
FDIVP	none/reg8/reg16/reg32/reg64		FDIV	single	FMUL	    31    0    1/24   SPECIAL
FDIVP	mem16/mem32/mem64		FDIV	single	FMUL	    31    0    1/24   SPECIAL
FDIVRP	none/reg8/reg16/reg32/reg64		FDIV	single	FMUL	    31    0    1/24   SPECIAL
FDIVRP	mem16/mem32/mem64		FDIV	single	FMUL	    31    0    1/24   SPECIAL
FIDIV	none/mem16/mem32/mem64		FDIV	double	FADD&FSTORE	    31    0    1/24   SPECIAL
FIDIVR	none/mem16/mem32/mem64		FDIV	double	FADD&FSTORE	    31    0    1/24   SPECIAL
FABS	none/mem16/mem32/mem64		FABS	single	FMUL	    2    0    1/2   SPECIAL
FCHS	none/mem16/mem32/mem64		FABS	single	FMUL	    2    0    1/2   SPECIAL
FCOM	none/mem16/mem32/mem64/reg16/reg32/reg64		FCOM	single	FADD	    4    0    1/1   SPECIAL
FCOMP	none/mem16/mem32/mem64/reg16/reg32/reg64		FCOM	single	FADD	    4    0    1/1   SPECIAL
FUCOM	none/mem16/mem32/mem64/reg16/reg32/reg64		FCOM	single	FADD	    4    0    1/1   SPECIAL
FUCOMP	none/mem16/mem32/mem64/reg16/reg32/reg64		FCOM	single	FADD	    4    0    1/1   SPECIAL
FCOMPP	none/mem16/mem32/mem64/reg16/reg32/reg64		FCOM	single	FADD	    4    0    1/1   SPECIAL
FUCOMPP	none/mem16/mem32/mem64/reg16/reg32/reg64		FCOM	single	FADD	    4    0    1/1   SPECIAL
FCOMI	none/mem16/mem32/mem64/reg16/reg32/reg64		FCOM	single	FADD	    4    0    1/1   SPECIAL
FCOMIP	none/mem16/mem32/mem64/reg16/reg32/reg64		FCOM	single	FADD	  4    0    1/1   SPECIAL
FUCOMIP	none/mem16/mem32/mem64/reg16/reg32/reg64		FCOM	single	FADD	  4    0    1/1   SPECIAL
FUCOMI	none/mem16/mem32/mem64/reg16/reg32/reg64		FCOM	single	FADD	    4    0    1/1   SPECIAL
FICOM	none/mem16/mem32/mem64		FCOM	double	FADD&FSTORE	    4    0    1/1   SPECIAL
FICOMP	none/mem16/mem32/mem64		FCOM	double	FADD&FSTORE	    4    0    1/1   SPECIAL
FTST	none/mem16/mem32/mem64/reg16/reg32/reg64		FTST	single	FADD	    4    0    1/1   SPECIAL
FXAM	none/mem16/mem32/mem64/reg16/reg32/reg64		FTST	double	FSTORE&ALU	    4    0    1/1   SPECIAL
FSTP	none/mem32/mem64/reg32/reg64		STORE	single	(FADD/FMUL)&FSTORE	    2    0    1/1   SPECIAL
FST	none/mem32/mem64/reg32/reg64		STORE	single	(FADD/FMUL)&FSTORE	    2    0    1/1   SPECIAL
FSTP	mem80		STORE	vector	(FADD/FMUL)&FSTORE	    8    0    1/7   SPECIAL
FBSTP	mem80		STORE	vector	(FADD/FMUL)&FSTORE	    167    0    1/163   SPECIAL
FLDZ	none/reg8/reg16/reg32/reg64		LOAD	single	FSTORE	    2    0    1/1   SPECIAL
FLD1	none/reg8/reg16/reg32/reg64		LOAD	single	FSTORE	    2    0    1/1   SPECIAL
FILD	none/mem16/mem32/mem64		LOAD	single	FSTORE	    6     0    1/1   SPECIAL
FLD	none/reg16/reg32/reg64		LOAD	single	FADD/FMUL/FSTORE	    2     0    2/1   SPECIAL
FLD	mem32/mem64		LOAD	single	FADD/FMUL/FSTORE	    4     0    2/1   SPECIAL
FLD	mem80		LOAD	vector	FADD/FMUL/FSTORE	    13     0    1/4   SPECIAL
FBLD	mem80		LOAD	vector	FADD/FMUL/FSTORE	    94     0    1/30   SPECIAL
FIST	none/mem32/mem64		LOAD	single	FSTORE	    4     0    1/1   SPECIAL
FISTP	none/mem32/mem64		LOAD	single	FSTORE	    4     0    1/1   SPECIAL

